Date,State,Vegetable Name,Wholesale Price,Retail Price,Mall Price,Unit,Vegetable Image
2024-06-15,andhrapradesh,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-15,andhrapradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-15,andhrapradesh,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,N/A
2024-06-15,andhrapradesh,Snake Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-15,andhrapradesh,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-15,andhrapradesh,Spinach,10,12 - 13,12 - 17,1kg,N/A
2024-06-15,andhrapradesh,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-06-16,andhrapradesh,Onion Big,37,43 - 47,44 - 61,1kg,N/A
2024-06-16,andhrapradesh,Onion Small,55,63 - 70,66 - 91,1kg,N/A
2024-06-16,andhrapradesh,Tomato,42,48 - 53,50 - 69,1kg,N/A
2024-06-16,andhrapradesh,Green Chilli,90,104 - 114,108 - 149,1kg,N/A
2024-06-16,andhrapradesh,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-16,andhrapradesh,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-16,andhrapradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-16,andhrapradesh,Amaranth Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-16,andhrapradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-16,andhrapradesh,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-06-16,andhrapradesh,Baby Corn,50,58 - 64,60 - 83,1kg,N/A
2024-06-16,andhrapradesh,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-06-16,andhrapradesh,Capsicum,49,56 - 62,59 - 81,1kg,N/A
2024-06-16,andhrapradesh,Bitter Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-06-16,andhrapradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-16,andhrapradesh,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-06-16,andhrapradesh,Broad Beans,62,71 - 79,74 - 102,1kg,N/A
2024-06-16,andhrapradesh,Cabbage,32,37 - 41,38 - 53,1kg,N/A
2024-06-16,andhrapradesh,Carrot,43,49 - 55,52 - 71,1kg,N/A
2024-06-16,andhrapradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-06-16,andhrapradesh,Cluster beans,43,49 - 55,52 - 71,1kg,N/A
2024-06-16,andhrapradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-06-16,andhrapradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-16,andhrapradesh,Colocasia,30,35 - 38,36 - 50,1kg,N/A
2024-06-16,andhrapradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-06-16,andhrapradesh,Corn,32,37 - 41,38 - 53,1kg,N/A
2024-06-16,andhrapradesh,Cucumber,26,30 - 33,31 - 43,1kg,N/A
2024-06-16,andhrapradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-06-16,andhrapradesh,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-16,andhrapradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-16,andhrapradesh,Brinjal,34,39 - 43,41 - 56,1kg,N/A
2024-06-16,andhrapradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,N/A
2024-06-16,andhrapradesh,Elephant Yam,38,44 - 48,46 - 63,1kg,N/A
2024-06-16,andhrapradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-16,andhrapradesh,French Beans,173,199 - 220,208 - 285,1kg,N/A
2024-06-16,andhrapradesh,Garlic,265,305 - 337,318 - 437,1kg,N/A
2024-06-16,andhrapradesh,Ginger,127,146 - 161,152 - 210,1kg,N/A
2024-06-16,andhrapradesh,Onion Green,42,48 - 53,50 - 69,1kg,N/A
2024-06-16,andhrapradesh,Green Peas,41,47 - 52,49 - 68,1kg,N/A
2024-06-16,andhrapradesh,Ivy Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-06-16,andhrapradesh,Lemon (Lime),101,116 - 128,121 - 167,1kg,N/A
2024-06-16,andhrapradesh,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-06-16,andhrapradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-16,andhrapradesh,Mushroom,80,92 - 102,96 - 132,1kg,N/A
2024-06-16,andhrapradesh,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-16,andhrapradesh,Ladies Finger,40,46 - 51,48 - 66,1kg,N/A
2024-06-16,andhrapradesh,Pumpkin,19,22 - 24,23 - 31,1kg,N/A
2024-06-16,andhrapradesh,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-16,andhrapradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-16,andhrapradesh,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,N/A
2024-06-16,andhrapradesh,Snake Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-16,andhrapradesh,Sorrel Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-16,andhrapradesh,Spinach,10,12 - 13,12 - 17,1kg,N/A
2024-06-16,andhrapradesh,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-06-17,andhrapradesh,Onion Big,37,43 - 47,44 - 61,1kg,N/A
2024-06-17,andhrapradesh,Onion Small,53,61 - 67,64 - 87,1kg,N/A
2024-06-17,andhrapradesh,Tomato,41,47 - 52,49 - 68,1kg,N/A
2024-06-17,andhrapradesh,Green Chilli,61,70 - 77,73 - 101,1kg,N/A
2024-06-17,andhrapradesh,Beetroot,40,46 - 51,48 - 66,1kg,N/A
2024-06-17,andhrapradesh,Potato,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,andhrapradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-17,andhrapradesh,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-17,andhrapradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-17,andhrapradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-06-17,andhrapradesh,Baby Corn,64,74 - 81,77 - 106,1kg,N/A
2024-06-17,andhrapradesh,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-06-17,andhrapradesh,Capsicum,45,52 - 57,54 - 74,1kg,N/A
2024-06-17,andhrapradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-17,andhrapradesh,Bottle Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-17,andhrapradesh,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-06-17,andhrapradesh,Broad Beans,69,79 - 88,83 - 114,1kg,N/A
2024-06-17,andhrapradesh,Cabbage,28,32 - 36,34 - 46,1kg,N/A
2024-06-17,andhrapradesh,Carrot,48,55 - 61,58 - 79,1kg,N/A
2024-06-17,andhrapradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-06-17,andhrapradesh,Cluster beans,45,52 - 57,54 - 74,1kg,N/A
2024-06-17,andhrapradesh,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,andhrapradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-17,andhrapradesh,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-06-17,andhrapradesh,Coriander Leaves,8,9 - 10,10 - 13,1kg,N/A
2024-06-17,andhrapradesh,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-17,andhrapradesh,Cucumber,29,33 - 37,35 - 48,1kg,N/A
2024-06-17,andhrapradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,N/A
2024-06-17,andhrapradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-17,andhrapradesh,Drumsticks,70,81 - 89,84 - 116,1kg,N/A
2024-06-17,andhrapradesh,Brinjal,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,andhrapradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,N/A
2024-06-17,andhrapradesh,Elephant Yam,35,40 - 44,42 - 58,1kg,N/A
2024-06-17,andhrapradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-17,andhrapradesh,French Beans,111,128 - 141,133 - 183,1kg,N/A
2024-06-17,andhrapradesh,Garlic,227,261 - 288,272 - 375,1kg,N/A
2024-06-17,andhrapradesh,Ginger,134,154 - 170,161 - 221,1kg,N/A
2024-06-17,andhrapradesh,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-06-17,andhrapradesh,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-06-17,andhrapradesh,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-17,andhrapradesh,Lemon (Lime),108,124 - 137,130 - 178,1kg,N/A
2024-06-17,andhrapradesh,Mango Raw,36,41 - 46,43 - 59,1kg,N/A
2024-06-17,andhrapradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-17,andhrapradesh,Mushroom,77,89 - 98,92 - 127,1kg,N/A
2024-06-17,andhrapradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-17,andhrapradesh,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-06-17,andhrapradesh,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-17,andhrapradesh,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-17,andhrapradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-17,andhrapradesh,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-06-17,andhrapradesh,Snake Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-06-17,andhrapradesh,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-17,andhrapradesh,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-06-17,andhrapradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-18,andhrapradesh,Onion Big,37,43 - 47,44 - 61,1kg,N/A
2024-06-18,andhrapradesh,Onion Small,53,61 - 67,64 - 87,1kg,N/A
2024-06-18,andhrapradesh,Tomato,41,47 - 52,49 - 68,1kg,N/A
2024-06-18,andhrapradesh,Green Chilli,61,70 - 77,73 - 101,1kg,N/A
2024-06-18,andhrapradesh,Beetroot,40,46 - 51,48 - 66,1kg,N/A
2024-06-18,andhrapradesh,Potato,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,andhrapradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-18,andhrapradesh,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-18,andhrapradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-18,andhrapradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-06-18,andhrapradesh,Baby Corn,64,74 - 81,77 - 106,1kg,N/A
2024-06-18,andhrapradesh,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-06-18,andhrapradesh,Capsicum,45,52 - 57,54 - 74,1kg,N/A
2024-06-18,andhrapradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-18,andhrapradesh,Bottle Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-18,andhrapradesh,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-06-18,andhrapradesh,Broad Beans,69,79 - 88,83 - 114,1kg,N/A
2024-06-18,andhrapradesh,Cabbage,28,32 - 36,34 - 46,1kg,N/A
2024-06-18,andhrapradesh,Carrot,48,55 - 61,58 - 79,1kg,N/A
2024-06-18,andhrapradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-06-18,andhrapradesh,Cluster beans,45,52 - 57,54 - 74,1kg,N/A
2024-06-18,andhrapradesh,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,andhrapradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-18,andhrapradesh,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-06-18,andhrapradesh,Coriander Leaves,8,9 - 10,10 - 13,1kg,N/A
2024-06-18,andhrapradesh,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-18,andhrapradesh,Cucumber,29,33 - 37,35 - 48,1kg,N/A
2024-06-18,andhrapradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,N/A
2024-06-18,andhrapradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-18,andhrapradesh,Drumsticks,70,81 - 89,84 - 116,1kg,N/A
2024-06-18,andhrapradesh,Brinjal,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,andhrapradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,N/A
2024-06-18,andhrapradesh,Elephant Yam,35,40 - 44,42 - 58,1kg,N/A
2024-06-18,andhrapradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-18,andhrapradesh,French Beans,111,128 - 141,133 - 183,1kg,N/A
2024-06-18,andhrapradesh,Garlic,227,261 - 288,272 - 375,1kg,N/A
2024-06-18,andhrapradesh,Ginger,134,154 - 170,161 - 221,1kg,N/A
2024-06-18,andhrapradesh,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-06-18,andhrapradesh,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-06-18,andhrapradesh,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-18,andhrapradesh,Lemon (Lime),108,124 - 137,130 - 178,1kg,N/A
2024-06-18,andhrapradesh,Mango Raw,36,41 - 46,43 - 59,1kg,N/A
2024-06-18,andhrapradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-18,andhrapradesh,Mushroom,77,89 - 98,92 - 127,1kg,N/A
2024-06-18,andhrapradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-18,andhrapradesh,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-06-18,andhrapradesh,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-18,andhrapradesh,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-18,andhrapradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-18,andhrapradesh,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-06-18,andhrapradesh,Snake Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-06-18,andhrapradesh,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-18,andhrapradesh,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-06-18,andhrapradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-19,andhrapradesh,Onion Big,37,43 - 47,44 - 61,1kg,N/A
2024-06-19,andhrapradesh,Onion Small,53,61 - 67,64 - 87,1kg,N/A
2024-06-19,andhrapradesh,Tomato,41,47 - 52,49 - 68,1kg,N/A
2024-06-19,andhrapradesh,Green Chilli,61,70 - 77,73 - 101,1kg,N/A
2024-06-19,andhrapradesh,Beetroot,40,46 - 51,48 - 66,1kg,N/A
2024-06-19,andhrapradesh,Potato,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,andhrapradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-19,andhrapradesh,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-19,andhrapradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-19,andhrapradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-06-19,andhrapradesh,Baby Corn,64,74 - 81,77 - 106,1kg,N/A
2024-06-19,andhrapradesh,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-06-19,andhrapradesh,Capsicum,45,52 - 57,54 - 74,1kg,N/A
2024-06-19,andhrapradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-19,andhrapradesh,Bottle Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-19,andhrapradesh,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-06-19,andhrapradesh,Broad Beans,69,79 - 88,83 - 114,1kg,N/A
2024-06-19,andhrapradesh,Cabbage,28,32 - 36,34 - 46,1kg,N/A
2024-06-19,andhrapradesh,Carrot,48,55 - 61,58 - 79,1kg,N/A
2024-06-19,andhrapradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-06-19,andhrapradesh,Cluster beans,45,52 - 57,54 - 74,1kg,N/A
2024-06-19,andhrapradesh,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,andhrapradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-19,andhrapradesh,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-06-19,andhrapradesh,Coriander Leaves,8,9 - 10,10 - 13,1kg,N/A
2024-06-19,andhrapradesh,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-19,andhrapradesh,Cucumber,29,33 - 37,35 - 48,1kg,N/A
2024-06-19,andhrapradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,N/A
2024-06-19,andhrapradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-19,andhrapradesh,Drumsticks,70,81 - 89,84 - 116,1kg,N/A
2024-06-19,andhrapradesh,Brinjal,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,andhrapradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,N/A
2024-06-19,andhrapradesh,Elephant Yam,35,40 - 44,42 - 58,1kg,N/A
2024-06-19,andhrapradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-19,andhrapradesh,French Beans,111,128 - 141,133 - 183,1kg,N/A
2024-06-19,andhrapradesh,Garlic,227,261 - 288,272 - 375,1kg,N/A
2024-06-19,andhrapradesh,Ginger,134,154 - 170,161 - 221,1kg,N/A
2024-06-19,andhrapradesh,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-06-19,andhrapradesh,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-06-19,andhrapradesh,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-19,andhrapradesh,Lemon (Lime),108,124 - 137,130 - 178,1kg,N/A
2024-06-19,andhrapradesh,Mango Raw,36,41 - 46,43 - 59,1kg,N/A
2024-06-19,andhrapradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-19,andhrapradesh,Mushroom,77,89 - 98,92 - 127,1kg,N/A
2024-06-19,andhrapradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-19,andhrapradesh,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-06-19,andhrapradesh,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-19,andhrapradesh,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-19,andhrapradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-19,andhrapradesh,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-06-19,andhrapradesh,Snake Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-06-19,andhrapradesh,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-19,andhrapradesh,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-06-19,andhrapradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-20,andhrapradesh,Onion Big,37,43 - 47,44 - 61,1kg,N/A
2024-06-20,andhrapradesh,Onion Small,53,61 - 67,64 - 87,1kg,N/A
2024-06-20,andhrapradesh,Tomato,41,47 - 52,49 - 68,1kg,N/A
2024-06-20,andhrapradesh,Green Chilli,61,70 - 77,73 - 101,1kg,N/A
2024-06-20,andhrapradesh,Beetroot,40,46 - 51,48 - 66,1kg,N/A
2024-06-20,andhrapradesh,Potato,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,andhrapradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-20,andhrapradesh,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-20,andhrapradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-20,andhrapradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-06-20,andhrapradesh,Baby Corn,64,74 - 81,77 - 106,1kg,N/A
2024-06-20,andhrapradesh,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-06-20,andhrapradesh,Capsicum,45,52 - 57,54 - 74,1kg,N/A
2024-06-20,andhrapradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-20,andhrapradesh,Bottle Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-20,andhrapradesh,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-06-20,andhrapradesh,Broad Beans,69,79 - 88,83 - 114,1kg,N/A
2024-06-20,andhrapradesh,Cabbage,28,32 - 36,34 - 46,1kg,N/A
2024-06-20,andhrapradesh,Carrot,48,55 - 61,58 - 79,1kg,N/A
2024-06-20,andhrapradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-06-20,andhrapradesh,Cluster beans,45,52 - 57,54 - 74,1kg,N/A
2024-06-20,andhrapradesh,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,andhrapradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-20,andhrapradesh,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-06-20,andhrapradesh,Coriander Leaves,8,9 - 10,10 - 13,1kg,N/A
2024-06-20,andhrapradesh,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-20,andhrapradesh,Cucumber,29,33 - 37,35 - 48,1kg,N/A
2024-06-20,andhrapradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,N/A
2024-06-20,andhrapradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-20,andhrapradesh,Drumsticks,70,81 - 89,84 - 116,1kg,N/A
2024-06-20,andhrapradesh,Brinjal,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,andhrapradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,N/A
2024-06-20,andhrapradesh,Elephant Yam,35,40 - 44,42 - 58,1kg,N/A
2024-06-20,andhrapradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-20,andhrapradesh,French Beans,111,128 - 141,133 - 183,1kg,N/A
2024-06-20,andhrapradesh,Garlic,227,261 - 288,272 - 375,1kg,N/A
2024-06-20,andhrapradesh,Ginger,134,154 - 170,161 - 221,1kg,N/A
2024-06-20,andhrapradesh,Onion Green,41,47 - 52,49 - 68,1kg,N/A
2024-06-20,andhrapradesh,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-06-20,andhrapradesh,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-20,andhrapradesh,Lemon (Lime),108,124 - 137,130 - 178,1kg,N/A
2024-06-20,andhrapradesh,Mango Raw,36,41 - 46,43 - 59,1kg,N/A
2024-06-20,andhrapradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-20,andhrapradesh,Mushroom,77,89 - 98,92 - 127,1kg,N/A
2024-06-20,andhrapradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-20,andhrapradesh,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-06-20,andhrapradesh,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-20,andhrapradesh,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-20,andhrapradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-20,andhrapradesh,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-06-20,andhrapradesh,Snake Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-06-20,andhrapradesh,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-20,andhrapradesh,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-06-20,andhrapradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-21,andhrapradesh,Onion Big,38,44 - 48,46 - 63,1kg,N/A
2024-06-21,andhrapradesh,Onion Small,54,62 - 69,65 - 89,1kg,N/A
2024-06-21,andhrapradesh,Tomato,48,55 - 61,58 - 79,1kg,N/A
2024-06-21,andhrapradesh,Green Chilli,63,72 - 80,76 - 104,1kg,N/A
2024-06-21,andhrapradesh,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-06-21,andhrapradesh,Potato,35,40 - 44,42 - 58,1kg,N/A
2024-06-21,andhrapradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-21,andhrapradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-21,andhrapradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-21,andhrapradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-06-21,andhrapradesh,Baby Corn,50,58 - 64,60 - 83,1kg,N/A
2024-06-21,andhrapradesh,Banana Flower,16,18 - 20,19 - 26,1kg,N/A
2024-06-21,andhrapradesh,Capsicum,40,46 - 51,48 - 66,1kg,N/A
2024-06-21,andhrapradesh,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-21,andhrapradesh,Bottle Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-21,andhrapradesh,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-06-21,andhrapradesh,Broad Beans,71,82 - 90,85 - 117,1kg,N/A
2024-06-21,andhrapradesh,Cabbage,34,39 - 43,41 - 56,1kg,N/A
2024-06-21,andhrapradesh,Carrot,48,55 - 61,58 - 79,1kg,N/A
2024-06-21,andhrapradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-21,andhrapradesh,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-06-21,andhrapradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-06-21,andhrapradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-21,andhrapradesh,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-06-21,andhrapradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-21,andhrapradesh,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-21,andhrapradesh,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-06-21,andhrapradesh,Curry Leaves,28,32 - 36,34 - 46,1kg,N/A
2024-06-21,andhrapradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-21,andhrapradesh,Drumsticks,80,92 - 102,96 - 132,1kg,N/A
2024-06-21,andhrapradesh,Brinjal,35,40 - 44,42 - 58,1kg,N/A
2024-06-21,andhrapradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,N/A
2024-06-21,andhrapradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,N/A
2024-06-21,andhrapradesh,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-21,andhrapradesh,French Beans,109,125 - 138,131 - 180,1kg,N/A
2024-06-21,andhrapradesh,Garlic,247,284 - 314,296 - 408,1kg,N/A
2024-06-21,andhrapradesh,Ginger,122,140 - 155,146 - 201,1kg,N/A
2024-06-21,andhrapradesh,Onion Green,44,51 - 56,53 - 73,1kg,N/A
